# Migration ledger: reconverse-specific-build -> reviewed-with-reconverse
# Generated 2026-08-26 vs #3944 tip. Columns: file, changed-lines, disposition, note
# Dispositions: item-N (plan item), pr-NNNN, with-feature, superseded,
#               tombstone / tombstone-candidate, needs-judgment
src/ck-core/cklocrec.h	5	needs-judgment	
src/ck-core/ckmemcheckpoint.C	3	needs-judgment	
src/ck-core/ckmigratable.h	3	needs-judgment	
src/ck-core/ckobjQ.C	1	needs-judgment	
src/ck-core/ckrdma.C	4	needs-judgment	
src/ck-core/ckrdma.h	4	needs-judgment	
src/ck-core/ckrdmadevice.C	336	item-9	
src/ck-core/ckrdmadevice.h	46	item-9	
src/ck-core/ckreduction.C	35	pr-3942	
src/ck-core/ckreduction.h	1	pr-3942	
src/ck-core/debug-charm.h	2	needs-judgment	
src/ck-core/debug-message.C	2	needs-judgment	
src/ck-core/init.C	32	needs-judgment	
src/ck-core/init.h	1	needs-judgment	
src/ck-core/middle.h	3	needs-judgment	
src/ck-core/msgalloc.C	2	needs-judgment	
src/ck-core/waitqd.h	1	needs-judgment	
src/ck-cp/controlPoints.h	3	needs-judgment	
src/ck-ldb/BaseLB.h	15	item-11	
src/ck-ldb/CentralLB.C	186	item-11	
src/ck-ldb/CentralLB.ci	4	item-11	
src/ck-ldb/CentralLB.h	14	item-11	
src/ck-ldb/CommonLBs.ci	2	item-11	
src/ck-ldb/DistributedLB.C	2	item-11	
src/ck-ldb/EveryLB.ci	2	item-11	
src/ck-ldb/GreedyCentralLB.C	323	item-11	
src/ck-ldb/GreedyCentralLB.ci	9	item-11	
src/ck-ldb/GreedyCentralLB.h	45	item-11	
src/ck-ldb/GreedyRefineCentralLB.C	810	item-11	
src/ck-ldb/GreedyRefineCentralLB.ci	10	item-11	
src/ck-ldb/GreedyRefineCentralLB.h	102	item-11	
src/ck-ldb/LBComm.C	3	item-11	
src/ck-ldb/LBDatabase.C	25	item-11	
src/ck-ldb/LBDatabase.h	48	item-11	
src/ck-ldb/LBManager.C	100	item-11	
src/ck-ldb/LBManager.ci	1	item-11	
src/ck-ldb/LBManager.h	45	item-11	
src/ck-ldb/LBObj.C	20	item-11	
src/ck-ldb/LBObj.h	64	item-11	
src/ck-ldb/Make.lb	16	item-11	
src/ck-ldb/Makefile_lb.sh	2	item-11	
src/ck-ldb/MetisLB.C	24	item-11	
src/ck-ldb/TreeBuilder.h	18	item-11	
src/ck-ldb/TreeLB.C	298	item-11	
src/ck-ldb/TreeLB.ci	15	item-11	
src/ck-ldb/TreeLB.h	64	item-11	
src/ck-ldb/TreeLevel.h	336	item-11	
src/ck-ldb/TreeStrategyBase.h	2	item-11	
src/ck-ldb/ckgraph.C	17	item-11	
src/ck-ldb/ckgraph.h	8	item-11	
src/ck-ldb/greedy.h	2	item-11	
src/ck-ldb/lbdb.h	12	item-11	
src/ck-ldb/manager.C	134	item-11	
src/ck-ldb/manager.h	2	item-11	
src/ck-ldb/refine.h	9	item-11	
src/ck-perf/trace-common.C	2	pr-3943	
src/ck-perf/trace-projections.C	3	pr-3943	
src/ck-perf/trace-projections.h	1	pr-3943	
src/ck-perf/trace-summary.C	29	pr-3943	
src/ck-perf/trace-summary.ci	2	pr-3943	
src/ck-perf/trace-summary.h	6	pr-3943	
src/ck-perf/trace-summaryBOC.h	2	pr-3943	
src/conv-ccs/ccs-builtins.C	8	needs-judgment	
src/conv-ccs/ccs-builtins.h	2	needs-judgment	
src/conv-ccs/conv-ccs.C	30	needs-judgment	
src/conv-ccs/conv-ccs.h	12	needs-judgment	
src/conv-core/conv-config.h	4	needs-judgment	
src/conv-core/conv-rdma.h	197	item-9	
src/conv-core/conv-rdmadevice.C	14	item-9	
src/conv-core/conv-rdmadevice.h	44	item-9	
src/conv-core/convcore.C	9	needs-judgment	
src/conv-core/converse.h	2	needs-judgment	
src/conv-core/cpuaffinity.C	3	needs-judgment	
src/conv-core/queueing.h	3	needs-judgment	
src/conv-core/taskqueue.h	1	needs-judgment	
src/libs/ck-libs/ampi/ampi.C	6	needs-judgment	
src/libs/ck-libs/ampi/ampi_functions.h	8	needs-judgment	
src/libs/ck-libs/io/fs_parameters.h	3	needs-judgment	
src/libs/ck-libs/io/{fs_parameters.c => fs_parameters.C}	0	needs-judgment	
src/libs/ck-libs/metis/GKlib/GKlib.h	23	needs-judgment	
src/libs/ck-libs/metis/GKlib/gkregex.c	2	needs-judgment	
src/scripts/Make.depends	33	superseded	reviewed line two-way version is authoritative
src/scripts/Makefile	6	superseded	reviewed line two-way version is authoritative
src/scripts/charmc	96	superseded	reviewed line two-way version is authoritative
src/scripts/configure.ac	16	superseded	reviewed line two-way version is authoritative
src/util/charmrun-src/CMakeLists.txt	14	superseded	reviewed line two-way version is authoritative
src/util/charmrun-src/Makefile	6	needs-judgment	
src/util/charmrun-src/charmrun.C	306	tombstone	container/k8s debris; reconverse builds no charmrun
src/util/ckrescale.C	19	item-10	
src/util/ckrescale.h	5	item-10	
src/util/cmirdmautils.h	73	needs-judgment	
src/util/pup.h	83	needs-judgment	
src/util/pup_c.h	3	needs-judgment	
src/util/pup_c_functions.h	3	needs-judgment	
src/util/pup_stl.h	4	needs-judgment	
src/util/pup_toNetwork.h	6	needs-judgment	
src/util/pup_util.C	111	needs-judgment	
src/util/sockRoutines.C	1	needs-judgment	
src/util/sockRoutines.h	3	needs-judgment	
src/util/spanningTree.C	19	needs-judgment	
src/util/spanningTree.h	3	needs-judgment	
src/xlat-i/xi-util.h	4	needs-judgment	
tests/ampi/migration/Makefile	4	with-feature	lands with the series that exercises it
tests/charm++/Makefile	1	with-feature	lands with the series that exercises it
tests/charm++/anytime_bcastred/Makefile	16	with-feature	lands with the series that exercises it
tests/charm++/anytime_bcastred/bcastred.C	309	with-feature	lands with the series that exercises it
tests/charm++/anytime_bcastred/bcastred.ci	26	with-feature	lands with the series that exercises it
tests/charm++/qd/Makefile	23	with-feature	lands with the series that exercises it
tests/charm++/qd/qdbench.C	178	with-feature	lands with the series that exercises it
tests/charm++/qd/qdbench.ci	17	with-feature	lands with the series that exercises it
